Age,Sex,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance
14,M,2.0,1.244070462,7.274664912,11.8312641,5,0.42229582,Moderate,Excellent
15,M,9.1,0.372290628,7.92350673,4.174931828,2,0.535916785,Low,Excellent
13,F,1.7,1.259722643,7.722057168,11.85903827,2,0.239781929,High,Excellent
15,F,2.9,0.582698789,8.229907831,9.143425331,4,0.465821756,Moderate,Poor
18,F,5.2,1.246678596,4.494290434,10.2608207,1,0.310800088,Low,Good
13,M,2.6,1.153017084,6.133890597,2.896412682,2,0.547457933,High,Poor
16,F,2.1,2.215174911,6.6040001,5.004201874,1,0.669890339,High,Poor
18,M,6.0,2.322646674,5.563775787,2.577362797,5,0.614005201,Low,Poor
16,F,0.9,1.821085963,5.035763622,5.71546995,4,0.776716761,Low,Poor
17,M,0.6,0.068060527,4.833564879,11.8128966,3,0.041530029,Low,Good
15,F,3.7,2.793066837,6.198300354,3.052730622,4,0.078596761,Low,Good
13,M,7.2,2.05869984,6.960650203,7.623727824,3,0.205314106,Low,Poor
16,F,5.5,0.10258635,4.377858641,2.060706228,2,0.985802534,Low,Excellent
14,M,4.2,2.456498698,9.678748568,9.12682816,3,0.800268053,Moderate,Good
16,M,5.7,0.600798464,8.591459937,3.971926924,1,0.924121017,Low,Good
14,M,3.7,1.737663569,8.385110639,3.295845371,3,0.272090352,Low,Poor
18,M,9.4,1.39990311,5.03716315,5.370178122,2,0.573856496,High,Excellent
13,M,0.5,1.259516347,7.622804608,9.710442979,2,0.554884796,High,Excellent
16,M,6.7,2.66914116,7.178349681,3.066130863,4,0.569518951,High,Poor
16,M,8.9,1.312083875,9.894813075,4.298389958,2,0.717566941,Low,Poor
13,M,8.0,0.226032353,8.48603062,2.084644216,1,0.393980031,Low,Good
16,F,1.8,2.839916182,7.454571302,11.68414863,3,0.67721036,Moderate,Good
14,M,3.0,2.761605694,9.104875999,7.921456,5,0.788437044,Moderate,Average
16,M,7.2,2.053298069,4.930565625,9.198996364,2,0.289073236,Moderate,Average
15,F,0.8,1.403677584,4.091299178,8.513831712,3,0.945743199,Moderate,Poor
18,M,8.1,0.278578419,8.1414,3.443645589,4,0.518048015,Low,Average
17,F,7.2,2.372244356,4.589868761,7.94939939,5,0.732762704,High,Excellent
14,M,7.3,0.226433743,4.69260184,3.314155951,4,0.7289249,Low,Excellent
15,F,1.0,0.205802955,8.468084359,6.01236454,1,0.565243319,Low,Excellent
18,F,7.2,1.612151527,5.623209065,7.689631359,4,0.322683695,Low,Good
13,M,6.8,0.480384721,7.771787293,7.588811141,3,0.666939462,Low,Average
14,F,8.3,0.023190802,9.504441557,3.19073426,5,0.087284873,High,Average
17,M,0.4,1.269340293,5.89884719,2.344359696,4,0.981435388,High,Poor
18,M,0.2,0.411651695,5.302864947,9.982343139,4,0.183997261,Moderate,Good
17,M,3.7,0.481546246,4.639377302,9.25922437,1,0.275426186,Low,Good
13,M,1.5,0.230731916,4.782774169,2.818189046,3,0.954439137,Moderate,Good
13,F,5.6,0.615281261,4.373336172,3.274155188,4,0.186541377,High,Excellent
14,M,9.2,2.146452539,4.525854273,10.92583776,3,0.170092698,High,Good
16,F,3.9,2.426781922,6.592027533,9.691289016,2,0.80453598,Moderate,Average
13,F,8.4,1.357600932,5.92519027,11.96160296,1,0.251288171,High,Poor
18,M,0.0,1.519661448,8.239364886,4.539874492,1,0.094726588,High,Average
16,M,1.7,0.097965104,9.221449949,6.878029889,1,0.226643028,Low,Good
15,M,0.3,0.207948784,8.708639219,4.364595761,3,0.888373586,Low,Poor
17,M,3.3,0.772703177,7.18382354,8.228001385,4,0.280319185,High,Excellent
16,F,9.1,1.631695262,4.614652697,3.154142391,4,0.695060516,High,Poor
17,M,1.0,2.218653446,8.258603704,3.272431727,3,0.395139229,Moderate,Good
16,F,6.1,1.815009184,6.176972348,2.718878914,3,0.262118767,Moderate,Good
15,M,4.5,1.176383565,4.513902363,8.935860823,2,0.144047407,High,Poor
13,M,9.4,0.354972219,9.054798443,6.940725774,5,0.972191729,Low,Good
15,M,1.2,2.342319705,6.029299103,8.177312164,5,0.521115544,Low,Good
13,M,2.1,1.091358155,5.309492995,10.79301047,1,0.114754993,Moderate,Good
13,F,0.3,2.208162043,9.228712388,9.403284848,4,0.198813976,Low,Good
17,F,4.3,1.538936526,9.412803211,6.617229182,1,0.407297078,Low,Poor
18,M,2.8,2.215986161,6.033825023,11.84355988,4,0.544170527,Moderate,Poor
15,F,8.7,2.721868684,6.128808516,6.562561011,4,0.181796798,Moderate,Average
16,F,6.0,2.763088548,7.477771165,3.124506732,2,0.277728358,Low,Excellent
15,M,6.1,1.60532034,8.400648963,11.92654747,3,0.783706325,Moderate,Excellent
17,M,5.3,1.534525094,4.378895211,2.2282073,3,0.4174816,High,Average
13,F,0.9,0.797035397,7.560061943,7.498835595,3,0.001402368,Moderate,Poor
17,F,4.5,2.807399495,9.716920371,5.090954887,5,0.053940288,High,Average
14,F,10.0,1.373757502,5.572563383,7.03552151,3,0.439328446,High,Good
14,F,8.4,0.382773718,9.452963285,7.587129526,5,0.060117738,High,Good
16,M,8.9,1.298114744,9.701010045,4.400958963,1,0.173904412,Moderate,Excellent
17,M,8.2,0.381159751,5.614921846,7.568587557,5,0.727876443,Moderate,Poor
16,F,1.0,1.507595053,8.525211195,9.56061112,4,0.480383825,Moderate,Excellent
16,M,2.3,1.683826545,5.43265005,4.665098372,2,0.482461933,High,Average
14,F,0.0,1.013267284,8.42566697,5.834261333,2,0.598218092,Moderate,Excellent
16,F,3.0,0.214951843,8.784519828,4.682426932,4,0.788518668,Low,Excellent
14,M,1.1,2.830510607,5.483234222,10.20559731,1,0.158585951,Low,Good
13,F,4.7,2.32005934,8.295217261,9.249822592,2,0.173047594,Moderate,Excellent
17,F,6.8,2.516643242,8.872627233,10.71196437,4,0.12140385,High,Average
16,M,8.7,1.100605183,6.151473233,3.700498929,2,0.936829277,Moderate,Poor
14,M,7.5,2.28249309,5.006216656,2.735796382,5,0.577290224,Low,Excellent
15,F,9.4,1.456118686,4.551787404,3.193835039,2,0.092640423,High,Poor
16,F,0.5,0.603250465,7.452290222,3.610183328,5,0.220645561,Moderate,Average
18,M,0.1,0.373270131,9.868588716,7.330826607,5,0.72559005,Moderate,Excellent
13,F,6.6,1.035152608,8.93770192,11.7091207,2,0.028991679,High,Poor
13,F,2.9,0.412656334,6.615037834,5.572354166,2,0.725655558,High,Good
15,M,2.5,2.994806929,7.219725417,11.58508269,5,0.911464418,Low,Good
14,M,3.3,0.147566971,5.677167312,2.38200795,2,0.056381766,Moderate,Average
16,M,2.7,1.323430798,4.978395204,11.26872203,1,0.186420446,Low,Excellent
14,M,5.1,1.356280567,6.892486949,3.811526073,3,0.002378602,Low,Average
13,M,4.4,0.901895786,6.781009397,11.12474986,3,0.109030515,High,Poor
14,M,5.1,1.714054697,7.131579717,2.562274301,4,0.616991521,Moderate,Poor
13,F,6.7,0.449931072,9.716827513,11.48219447,3,0.044817796,Low,Average
14,F,3.9,2.351737142,7.623371801,4.007982643,1,0.425835075,Low,Poor
15,M,2.5,0.997343155,7.63463102,5.027140601,3,0.503401767,High,Average
17,M,1.7,1.774027769,4.768148577,6.909423441,3,0.906629098,Moderate,Average
15,F,3.5,2.146917708,9.978933197,5.807208812,1,0.474290356,Moderate,Good
15,F,7.4,2.667126353,8.637069665,8.675279693,5,0.142545519,Low,Poor
17,F,7.6,2.507362309,9.263220065,11.74807767,3,0.289292215,High,Average
17,M,6.7,1.824927084,6.485802471,8.064264908,4,0.672195366,Moderate,Good
16,M,2.3,1.165179541,7.012768575,9.214854094,3,0.11211581,Moderate,Average
16,F,5.9,1.50961401,7.132502855,2.880052503,3,0.231742768,Low,Poor
15,M,5.7,2.30620438,5.164567236,8.278124291,1,0.995777121,Moderate,Good
15,M,4.8,2.632636628,8.136934938,6.53849777,1,0.005534571,Moderate,Poor
13,M,5.5,0.311345785,9.417860342,10.85782358,4,0.152183313,Moderate,Excellent
13,F,4.9,1.154568787,4.982234909,5.882110996,2,0.843685841,Moderate,Excellent
16,F,5.7,2.328349795,4.517909641,8.79454144,1,0.101382023,Low,Excellent
18,M,7.2,1.294955288,8.429313433,4.281537283,2,0.033641006,Moderate,Excellent
18,M,1.1,0.996683292,5.63921099,4.593725335,4,0.121312304,Moderate,Good
16,M,7.5,1.23396809,7.74317525,5.761224309,3,0.693597189,High,Poor
13,M,1.4,1.80853424,8.174550028,5.040635375,3,0.993110532,Low,Average
13,M,0.7,2.999415432,5.931464581,4.538788394,2,0.590635566,Moderate,Average
18,F,9.8,1.478977287,8.890867585,2.496687059,4,0.124316269,High,Average
14,M,9.6,0.625483425,7.299933893,10.36746332,4,0.183778771,Low,Poor
14,M,0.6,0.488539726,9.213996448,2.643015309,1,0.537682009,Moderate,Good
13,M,4.4,0.127049242,8.579761315,10.87365516,2,0.715658187,High,Poor
14,F,1.9,1.676451705,9.211453792,3.254653891,1,0.662912183,Low,Excellent
17,F,4.9,1.633716274,4.120968293,2.652617371,2,0.574726498,Moderate,Average
16,M,8.3,0.61570178,5.461037564,7.63004764,1,0.986269776,High,Poor
16,F,9.5,2.085988219,4.540047643,7.024417926,1,0.19803395,Low,Excellent
13,F,6.3,2.223321125,6.652498103,6.912345688,4,0.172903991,High,Excellent
15,F,3.5,0.777294616,9.33976073,7.745043275,4,0.85906121,High,Good
18,F,6.0,1.032299292,6.805241574,4.870566061,3,0.290821729,Moderate,Average
13,F,3.1,2.971415017,9.098278267,8.629492734,3,0.332526377,High,Poor
14,F,9.1,1.122793404,5.963069428,7.024022197,4,0.54866814,Moderate,Excellent
18,M,8.7,2.282405015,6.037420437,5.34743467,4,0.381274799,Moderate,Excellent
15,F,5.6,1.35817628,9.373370382,10.26500667,1,0.287640432,High,Average
14,F,3.2,2.380034484,6.554902879,9.277210963,3,0.917175261,High,Poor
17,M,2.9,2.307069716,8.738592927,5.936103419,4,0.129274213,High,Poor
14,M,0.3,2.003268076,5.419861287,10.47617785,2,0.404289783,High,Average
17,M,8.2,2.564335039,9.692804978,11.2025825,2,0.002967059,Low,Excellent
18,M,4.5,2.817655485,7.447469479,7.368662671,3,0.80745366,Moderate,Good
17,F,3.3,1.739949961,8.555941411,4.149524502,2,0.168418846,High,Average
18,F,4.7,0.712406722,4.537094199,11.15792157,1,0.772989997,Low,Excellent
18,F,8.2,1.195886885,6.955985355,3.894796201,3,0.148603114,High,Good
18,F,1.2,2.274917141,9.406230986,2.484232264,4,0.416738848,Low,Average
18,M,8.6,1.952650455,9.262231774,5.274870089,2,0.728184939,Moderate,Average
18,F,9.0,0.533395016,4.280883743,9.269663445,1,0.270808803,High,Excellent
14,F,9.5,0.153718623,5.822190815,11.23274086,4,0.313917126,Low,Average
18,M,4.0,2.048884781,6.659920039,8.372856468,5,0.667322495,Low,Poor
14,F,2.2,0.753237072,5.033588886,11.51838547,1,0.187700984,Moderate,Poor
18,F,3.7,1.499010731,8.379989866,2.923708393,2,0.951784383,High,Good
17,F,3.3,2.240240318,5.107071974,2.607537296,1,0.188787684,High,Average
18,F,1.8,1.688000342,6.079838166,8.041919507,5,0.74999546,Moderate,Poor
15,M,6.1,0.249907749,7.979683821,11.66116322,5,0.802598869,Moderate,Excellent
18,M,4.8,0.55674071,6.892536067,7.02721309,1,0.37437044,Moderate,Excellent
18,M,8.7,0.657984552,8.431426232,2.515152259,4,0.156239141,Low,Excellent
17,M,0.3,0.773592761,9.767247407,4.212186561,4,0.165903516,Low,Poor
16,M,6.4,1.696210176,4.699280126,4.447929064,5,0.985450364,Moderate,Average
17,F,7.6,1.511897339,8.257406298,5.378571291,3,0.725409937,High,Average
15,F,7.6,0.609480115,5.382064934,2.436033836,3,0.450047437,Low,Average
16,M,8.9,0.20266453,6.486860364,11.048927,4,0.257349789,Moderate,Good
13,M,7.3,0.514296613,4.197176355,7.155639447,3,0.018910123,Low,Average
13,M,9.3,2.953143938,4.815444294,8.70930793,4,0.670463857,Low,Poor
15,F,3.3,1.405640849,5.918663734,2.671728369,2,0.956916347,Moderate,Poor
17,M,5.0,2.602036514,6.051914832,2.541154678,4,0.106843208,High,Average
14,F,0.1,2.5462574,9.397511299,7.86467772,2,0.754491247,High,Excellent
15,F,0.1,1.534558672,8.450877456,10.87296011,5,0.153236887,Low,Good
16,F,2.4,2.120063125,9.833097809,7.28482001,3,0.792105183,High,Good
16,F,1.0,0.578256031,7.594429062,10.77819173,5,0.370572845,High,Poor
18,M,2.6,2.065190115,5.450282393,10.10991273,1,0.712061578,Moderate,Good
13,F,1.8,0.817153738,5.96593018,2.758537858,1,0.926282404,Moderate,Excellent
16,F,0.3,2.49618629,5.91901554,4.019574744,5,0.620139195,Moderate,Average
15,M,9.1,0.251172399,5.958965966,8.577106692,4,0.920699024,High,Good
16,F,0.1,2.319416019,8.037785039,6.435013826,4,0.235024376,High,Good
15,F,7.4,0.29981072,7.184847569,4.906998136,3,0.978133809,Moderate,Poor
14,F,1.5,2.643567711,6.312545069,6.18633856,5,0.872848072,High,Excellent
18,M,9.1,0.912613554,4.894538612,6.451996463,1,0.107573334,Moderate,Poor
13,F,8.9,1.963180094,4.132834978,11.10552251,5,0.413539744,Low,Poor
16,F,6.5,1.462506836,5.313008066,3.034582837,5,0.927029524,Low,Good
15,M,6.7,1.098909436,4.644828424,4.797307468,3,0.078115365,High,Poor
17,M,0.1,1.9363255,8.712670185,7.375648166,4,0.453762762,High,Poor
13,F,9.8,2.842568942,4.674987747,8.982869266,1,0.723593762,High,Good
14,F,8.8,0.123809242,8.345369424,8.30637289,3,0.03344731,High,Good
15,M,9.0,2.756558568,6.313952139,11.41642738,1,0.752830904,Low,Good
18,F,6.6,1.827244965,4.440270338,9.956089248,1,0.361202578,Moderate,Average
18,M,3.4,2.421942902,8.876380297,7.57076842,4,0.249371817,Low,Excellent
14,F,8.9,1.15162486,7.477783421,4.146826917,4,0.575972251,Moderate,Average
14,M,2.9,1.415528925,5.414569077,6.508742314,3,0.544331217,High,Good
18,F,5.6,2.606552255,9.368087046,8.933822442,2,0.873939286,Moderate,Excellent
16,M,1.0,1.244543909,4.271549883,10.37962175,3,0.676002936,Moderate,Poor
16,M,9.2,1.6039787,5.210917649,11.59736224,3,0.421864342,Moderate,Excellent
15,M,1.4,0.060584769,8.512281567,8.054527661,2,0.650138412,Moderate,Good
17,M,2.2,0.475794018,8.256267582,7.269193673,1,0.750148035,Low,Average
15,M,5.6,1.925059524,5.735630162,2.176919231,5,0.93732858,High,Excellent
17,F,7.6,2.150930703,4.372149252,2.720990692,2,0.70426159,High,Poor
14,F,6.2,1.74780281,9.148468433,3.561049976,5,0.543872356,Moderate,Average
13,M,2.3,0.429930109,5.882185828,2.547599312,1,0.372980083,High,Average
15,F,0.0,1.336216286,5.17428049,6.008632388,2,0.891483632,Low,Average
15,F,7.6,1.065284299,7.096370934,5.368785451,4,0.792519635,Moderate,Average
17,F,9.9,1.486984032,9.461363196,8.373541579,3,0.077181267,High,Poor
14,F,8.1,2.610987104,4.261279467,7.356651079,2,0.699541205,High,Good
14,F,4.6,2.327584316,8.594824528,7.959707594,2,0.538749579,Moderate,Poor
17,F,9.0,0.251968504,7.434839368,6.719772029,1,0.103643927,Low,Good
14,M,4.1,2.670927593,6.552694699,4.777371486,4,0.564960884,Moderate,Good
18,F,5.2,1.415301453,8.464482665,11.52825315,2,0.192505933,Moderate,Excellent
16,F,4.8,2.231586435,9.794946547,2.864091598,4,0.708144885,High,Poor
18,F,4.5,0.420117694,5.375237267,11.38890999,5,0.278461306,High,Good
13,M,7.8,2.012158577,4.86188419,5.112380469,2,0.150343934,Moderate,Poor
15,F,5.3,0.708978053,9.477290471,7.126614454,4,0.081972919,Moderate,Poor
13,F,3.2,1.315142691,8.013718465,3.088423228,3,0.490799463,High,Good
15,F,2.6,0.05058861,6.627916129,2.709310684,1,0.199634774,Moderate,Good
16,M,0.4,0.454831914,7.439557422,6.295454487,4,0.855127837,Low,Average
14,F,5.8,0.276241479,8.473683431,9.416973764,1,0.003001105,Moderate,Excellent
18,M,2.3,0.719232519,8.638191392,4.693647775,2,0.84363879,Low,Good
17,F,1.5,0.30005427,9.519365085,7.623478889,2,0.521092406,Moderate,Good
18,M,6.5,2.07573008,6.561056733,4.786503405,5,0.922145544,Moderate,Good
16,M,6.8,0.087119707,5.76046546,5.886130609,1,0.204611257,Moderate,Excellent
13,M,7.5,1.853221502,7.837985601,11.06446318,3,0.102273799,High,Poor
17,F,5.0,0.422123492,6.494367396,10.55839625,3,0.624958209,High,Average
14,M,8.9,2.835484372,7.567590724,7.160175434,4,0.70672742,High,Average
16,M,9.4,2.799282219,6.519914791,4.381056275,3,0.37258506,High,Poor
17,M,8.1,0.676509308,4.91797472,3.931839127,1,0.013680174,High,Excellent
16,M,6.4,1.843263895,6.81656051,11.54087353,2,0.406962458,High,Excellent
16,F,3.0,0.084015958,8.145506932,4.027165965,1,0.233786924,Moderate,Good
14,F,9.8,2.795365629,8.795702846,10.08168311,1,0.347469641,Low,Excellent
15,F,2.7,1.568961925,6.959957661,5.689702095,2,0.506754459,High,Excellent
17,F,2.0,0.129669454,4.991427341,11.85659848,1,0.702341829,High,Good
14,M,4.4,1.027499979,6.488126258,5.681557404,3,0.963225286,Moderate,Poor
16,F,0.6,0.230548386,8.717763573,5.515166249,4,0.143999844,High,Average
14,M,9.8,1.178833318,6.477155624,8.374636289,4,0.679899427,Moderate,Poor
15,F,5.9,2.009779026,8.179184762,11.61516807,1,0.233211452,High,Poor
18,F,5.6,1.409669724,7.04328209,11.76209606,2,0.220704704,Low,Good
17,F,6.6,1.151166524,5.447338751,9.072061465,5,0.63355408,High,Poor
15,M,5.0,0.357471137,8.776903048,9.546063656,1,0.775999521,High,Excellent
13,F,0.3,0.734817137,4.505280724,7.63402176,1,0.977787042,Moderate,Poor
17,F,6.1,0.300429863,7.149341697,9.557757391,5,0.76883081,High,Poor
15,F,7.2,2.422496195,5.253346205,10.59779655,4,0.157314968,Moderate,Good
16,M,4.2,0.405719484,4.402393771,6.860953032,4,0.225402656,Low,Good
17,F,7.6,1.7861201,7.017603622,8.198622628,5,0.761389695,High,Average
17,F,2.3,1.028221241,6.997372936,7.373166952,2,0.526987904,Moderate,Excellent
14,M,2.2,0.677935154,8.24140541,7.624706135,1,0.295408013,Low,Excellent
16,M,1.6,1.918405318,8.468504158,10.9004791,3,0.471783246,Low,Average
13,F,3.7,1.371006928,8.366748932,5.556168302,4,0.914888022,Moderate,Average
18,F,8.5,1.200436402,6.457352398,4.081840256,4,0.755599368,Moderate,Good
15,F,8.3,1.778556015,7.790138723,6.562801103,4,0.450697743,High,Average
14,M,3.8,1.473802885,7.461671456,4.080851905,2,0.980553925,Low,Poor
15,M,5.9,0.910452626,6.529370537,6.984004257,5,0.794874627,Low,Average
13,M,7.2,1.677183863,7.583276165,11.03508105,2,0.005870911,Moderate,Poor
13,F,2.4,2.00849573,9.68348726,8.174335205,4,0.112367253,Low,Average
17,M,1.7,0.080079476,5.157362462,10.55432853,1,0.553968789,Moderate,Good
13,F,9.7,1.397615187,9.434632575,3.661909196,4,0.349954174,High,Excellent
15,M,6.2,0.173049854,4.320733084,11.00873593,1,0.812558764,Moderate,Poor
16,M,9.8,0.559216242,5.850335277,8.017871644,1,0.895687008,High,Excellent
16,M,3.4,1.681526202,5.728871492,2.317597887,4,0.240650827,Moderate,Poor
17,F,7.0,2.598566746,7.758190647,8.331189553,4,0.763285819,High,Excellent
18,F,2.2,2.648417038,4.787349711,11.51396956,1,0.535397355,Low,Good
15,F,2.6,0.20983203,9.294085671,2.791670005,2,0.391967041,Moderate,Poor
15,F,5.1,1.257315259,8.971308451,7.824561305,2,0.786780052,Moderate,Average
13,M,3.2,1.749019449,7.912394918,11.15478603,2,0.564923785,Moderate,Good
15,F,1.7,0.441209714,6.750482991,2.096951683,3,0.63528405,High,Excellent
14,M,2.6,2.29629665,9.597736253,8.309129265,1,0.062254056,Moderate,Poor
18,F,0.4,2.232705775,8.984479328,6.749022918,3,0.585879679,Moderate,Good
13,F,7.0,2.710023041,6.995890888,5.469893186,3,0.300711272,Low,Excellent
14,M,4.9,0.025458036,8.211240127,8.275364899,1,0.493294225,Moderate,Poor
17,M,0.9,0.650052732,7.401579713,2.527020946,3,0.222011051,Moderate,Poor
16,F,1.7,2.481560143,7.52765343,9.530630463,1,0.614475654,Moderate,Good
17,F,1.0,2.011740152,5.985856417,2.044794769,5,0.147468838,Moderate,Excellent
16,M,6.1,2.683169561,6.772507628,5.069357438,5,0.122903917,Low,Excellent
17,M,0.9,0.171538964,4.468728585,7.039586377,1,0.188411397,Moderate,Poor
15,M,7.5,1.790891897,6.14409215,5.770222506,1,0.817464542,Moderate,Excellent
14,M,0.2,1.707139725,8.174971092,5.074759352,1,0.033533939,Low,Average
16,M,2.5,0.107023249,9.719296183,10.30835145,2,0.729577232,High,Average
13,F,8.9,1.540566231,9.778384677,11.34832574,1,0.056507587,High,Poor
14,F,7.2,1.828560934,7.334337215,10.73712685,4,0.591857239,Low,Excellent
13,F,0.7,0.573879523,7.639733511,7.22431313,5,0.773558472,Low,Poor
14,F,8.2,0.819988749,5.114327113,10.84164175,5,0.231072929,High,Average
14,M,4.9,1.921042039,8.171848649,11.20861565,1,0.195946948,Moderate,Poor
17,M,8.5,1.404902843,4.423952756,6.09238397,5,0.289178127,High,Poor
16,M,6.0,2.574040973,5.708114115,4.834458595,1,0.699613275,Moderate,Good
16,F,6.8,1.027145298,8.010180084,2.982652058,1,0.254826587,Low,Good
14,M,9.9,0.799978975,5.861860789,6.79091921,5,0.501769995,Low,Average
15,M,2.3,2.954597821,4.299081245,11.4629692,5,0.1344661,Low,Excellent
15,F,6.2,2.73340731,8.991222456,7.609075281,4,0.461195604,High,Average
13,F,4.6,0.086978235,5.861980043,8.675621018,3,0.624728474,Low,Excellent
13,F,0.4,2.312185846,4.378631349,3.128838185,4,0.071818927,High,Excellent
17,M,0.1,0.331004321,4.448728987,3.435196641,4,0.815423293,Moderate,Good
14,M,1.2,0.082455584,5.510552793,6.64473262,5,0.937435919,Moderate,Good
13,F,6.5,0.821086548,5.068095683,11.51264799,4,0.193547759,Moderate,Average
13,F,5.7,0.808037637,8.645800707,5.607846416,5,0.759432746,Low,Average
18,M,5.5,2.457956287,5.93010428,10.77484041,2,0.313466662,Moderate,Average
14,F,0.3,2.132001738,8.82817471,3.202885934,1,0.676724621,Low,Good
17,M,4.7,2.944828282,5.043075987,8.170172069,3,0.306677405,High,Good
13,F,9.2,2.134538701,6.957275077,8.006129769,2,0.862343133,Low,Poor
17,F,4.0,1.25476666,8.128222801,10.5987475,1,0.347108085,Moderate,Average
16,F,6.2,2.096782983,7.911945123,2.033167044,1,0.848830698,Low,Poor
17,M,7.8,2.998377202,7.60677646,3.899316672,3,0.766142572,Low,Excellent
15,M,7.8,2.130425648,9.548929612,4.196876254,4,0.196323913,High,Average
15,F,5.2,2.285044068,5.371150886,11.49966088,1,0.156953081,Low,Good
17,M,8.6,2.815095046,6.962315227,3.536936563,3,0.779655885,Moderate,Average
15,F,3.9,0.340953784,9.3039553,2.369623502,5,0.390303254,Low,Average
16,F,8.9,2.11435288,4.467362594,7.344614947,1,0.949393169,Low,Good
14,M,2.4,2.552417874,4.33532961,7.285584624,1,0.942948265,Moderate,Good
15,M,2.8,2.863135801,5.399813725,10.44046965,4,0.693480631,Low,Excellent
15,M,0.5,0.632907869,7.798127317,11.4885965,4,0.50058034,High,Average
17,M,8.0,1.511787023,5.559277759,7.385454421,5,0.194967308,Moderate,Average
16,F,4.2,2.041664543,5.141439303,11.29994182,1,0.882392736,Moderate,Average
14,M,2.3,0.742403189,6.752813892,9.251591513,4,0.081997954,Low,Average
17,M,2.3,1.80141859,7.681588413,4.64559128,3,0.370351277,High,Excellent
17,F,9.0,0.772736347,5.491346242,11.28420711,1,0.31921951,High,Average
18,F,8.3,1.000371062,5.80414712,8.674431762,3,0.958428829,Moderate,Excellent
16,F,5.5,1.32455609,7.681355829,6.140959327,2,0.118115926,Moderate,Excellent
14,F,6.2,1.587570296,9.674430532,8.802420845,5,0.890149997,Low,Good
16,M,4.7,1.348097615,8.048450365,6.013128277,4,0.456434632,Moderate,Average
14,M,3.9,1.479586559,8.697424862,3.14183768,2,0.047498909,High,Good
16,F,9.2,0.895766269,6.200860569,9.189787472,4,0.728866352,Low,Excellent
17,F,1.3,0.476895282,5.633526156,10.24087612,2,0.100879262,Low,Poor
17,M,4.2,0.142049932,6.725606459,9.28806199,4,0.237004078,High,Poor
13,M,3.4,0.587936167,8.842796972,4.291146678,5,0.799728835,High,Average
15,M,5.0,1.745830925,6.737797851,11.56635013,1,0.154732009,Moderate,Poor
18,M,4.6,2.358346343,9.080352453,2.252545617,3,0.325470043,High,Good
16,M,5.2,0.507742792,9.932631884,5.326852974,2,0.36099829,Low,Poor
18,F,1.4,0.325666073,4.432159994,4.600924345,3,0.588802569,Low,Poor
13,F,5.1,2.247871082,4.272460937,2.481262276,3,0.789933297,High,Excellent
15,F,2.4,0.915474992,4.897538217,6.05729693,4,0.230811261,Moderate,Good
16,F,1.8,2.854498318,6.306218054,8.231148402,1,0.205782919,Low,Average
14,M,0.6,2.142953912,4.786253255,10.82552863,4,0.221902594,Moderate,Good
15,F,7.6,0.980268142,9.223986866,11.89689716,3,0.381611874,High,Good
17,M,4.3,0.868628243,4.138877506,10.08089586,5,0.535103163,Moderate,Average
13,M,6.3,1.571095159,5.894756298,6.686805187,1,0.013444954,Low,Good
15,M,7.3,0.237434005,5.108167777,9.23704426,1,0.780297585,High,Excellent
15,M,6.8,0.353029538,9.589235981,10.43623789,3,0.926716185,Low,Average
17,M,4.7,0.527573644,8.016886029,6.653071964,4,0.843519558,Low,Excellent
16,M,3.9,2.32417078,9.472181539,9.85054434,5,0.037184512,High,Good
14,M,3.8,1.541572078,9.833972262,6.826524183,2,0.52450469,Moderate,Poor
17,F,6.4,0.031701368,6.982589462,5.864959909,4,0.814027111,High,Average
14,M,4.9,2.020549582,5.405914648,7.260908378,1,0.344114469,Low,Average
16,F,8.5,1.271070536,5.162372717,8.758547376,4,0.897037378,Low,Poor
15,F,8.7,1.532557095,5.33751317,9.268820563,2,0.886879678,Low,Poor
14,M,1.7,0.64234873,8.251559846,5.567362689,5,0.141704521,High,Average
13,M,1.4,1.655346685,4.242674369,7.713202516,5,0.49363077,High,Poor
13,F,6.3,2.937459719,4.308166438,11.09870874,2,0.025667483,High,Excellent
17,F,3.0,0.220334073,7.648857654,11.763129,2,0.281859608,High,Good
16,F,0.2,0.851752199,7.85234288,4.272480912,3,0.811872838,Moderate,Excellent
17,F,8.9,0.728992779,7.991577546,3.928311657,1,0.975140606,Low,Good
17,M,2.3,0.745647932,6.231283028,8.766856334,3,0.913323256,Moderate,Good
18,M,9.3,1.136119073,8.835669332,6.146838858,4,0.04258037,Low,Poor
17,M,7.2,2.454329354,7.201747526,2.242223384,2,0.926730525,Low,Poor
18,F,7.6,2.73857607,4.63279378,5.468618706,3,0.822648177,Moderate,Excellent
13,M,2.0,0.606645262,8.782595842,10.06744743,1,0.867702517,High,Poor
13,F,2.3,1.628849814,9.718406718,9.974269304,1,0.914826775,Low,Excellent
17,M,5.2,1.910696916,4.360217878,6.946851488,2,0.488179918,High,Average
13,F,1.7,1.565482423,6.348108032,6.725779349,3,0.211218294,Moderate,Excellent
16,M,3.1,1.302229183,6.925096269,7.795074424,5,0.021024087,Low,Good
18,M,3.2,0.575926518,4.87882456,4.193967106,2,0.023548271,High,Average
18,F,1.6,1.464658078,9.206253687,7.260436249,4,0.642511423,Moderate,Excellent
